PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29319635","Low-Dose Epinephrine Boluses for Acute Hypotension in the PICU","Reiter PD, Roth J, Wathen B, LaVelle J, Ridall LA.","Pediatr Crit Care Med. 2018 Apr;19(4):281-286. doi: 10.1097/PCC.0000000000001448.","Reiter PD","Pediatr Crit Care Med","2018","2018/01/11","","","10.1097/PCC.0000000000001448"
"25039051","Trends in pharmacotherapy for neonatal hypotension","Rios DR, Moffett BS, Kaiser JR.","J Pediatr. 2014 Oct;165(4):697-701.e1. doi: 10.1016/j.jpeds.2014.06.009. Epub 2014 Jul 16.","Rios DR","J Pediatr","2014","2014/07/21","","","10.1016/j.jpeds.2014.06.009"
"14974048","Adrenaline for prevention of morbidity and mortality in preterm infants with cardiovascular compromise","Paradisis M, Osborn DA.","Cochrane Database Syst Rev. 2004;(1):CD003958. doi: 10.1002/14651858.CD003958.pub2.","Paradisis M","Cochrane Database Syst Rev","2004","2004/02/20","","","10.1002/14651858.CD003958.pub2"
"16632650","Which inotrope for which baby?","Evans N.","Arch Dis Child Fetal Neonatal Ed. 2006 May;91(3):F213-20. doi: 10.1136/adc.2005.071829.","Evans N","Arch Dis Child Fetal Neonatal Ed","2006","2006/04/25","PMC2672709","","10.1136/adc.2005.071829"
"19579987","Influence of metoprolol on systolic and diastolic function in children with heart failure","Ghader FR, Abaskhanian ZA.","Pak J Biol Sci. 2009 Mar 1;12(5):451-4. doi: 10.3923/pjbs.2009.451.454.","Ghader FR","Pak J Biol Sci","2009","2009/07/08","","","10.3923/pjbs.2009.451.454"
"28262914","Prophylactic levosimendan for the prevention of low cardiac output syndrome and mortality in paediatric patients undergoing surgery for congenital heart disease","Hummel J, Rücker G, Stiller B.","Cochrane Database Syst Rev. 2017 Mar 6;3(3):CD011312. doi: 10.1002/14651858.CD011312.pub2.","Hummel J","Cochrane Database Syst Rev","2017","2017/03/07","PMC6464336","","10.1002/14651858.CD011312.pub2"
"27744568","Noradrenaline in preterm infants with cardiovascular compromise","Rowcliff K, de Waal K, Mohamed AL, Chaudhari T.","Eur J Pediatr. 2016 Dec;175(12):1967-1973. doi: 10.1007/s00431-016-2794-7. Epub 2016 Oct 15.","Rowcliff K","Eur J Pediatr","2016","2016/10/17","","","10.1007/s00431-016-2794-7"
"21253815","The role of vasopressin and terlipressin in catecholamine-resistant shock and cardio-circulatory arrest in children: review of the literature","Meyer S, McGuire W, Gottschling S, Mohammed Shamdeen G, Gortner L.","Wien Med Wochenschr. 2011 Apr;161(7-8):192-203. doi: 10.1007/s10354-010-0853-7. Epub 2011 Jan 25.","Meyer S","Wien Med Wochenschr","2011","2011/01/22","","","10.1007/s10354-010-0853-7"
"8021760","Randomized, blind trial of dopamine versus dobutamine for treatment of hypotension in preterm infants with respiratory distress syndrome","Klarr JM, Faix RG, Pryce CJ, Bhatt-Mehta V.","J Pediatr. 1994 Jul;125(1):117-22. doi: 10.1016/s0022-3476(94)70137-7.","Klarr JM","J Pediatr","1994","1994/07/01","","","10.1016/s0022-3476(94)70137-7"
"28770972","Prophylactic levosimendan for the prevention of low cardiac output syndrome and mortality in paediatric patients undergoing surgery for congenital heart disease","Hummel J, Rücker G, Stiller B.","Cochrane Database Syst Rev. 2017 Aug 2;8(8):CD011312. doi: 10.1002/14651858.CD011312.pub3.","Hummel J","Cochrane Database Syst Rev","2017","2017/08/04","PMC6483297","","10.1002/14651858.CD011312.pub3"
"33306826","[Analysis of AVPR2 variant in a neonate with congenital nephrogenic diabetes insipidus]","Yu Y, Chen A, Zheng J, Chen L, Du L.","Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2020 Dec 10;37(12):1376-1379. doi: 10.3760/cma.j.cn511374-20190808-00403.","Yu Y","Zhonghua Yi Xue Yi Chuan Xue Za Zhi","2020","2020/12/11","","","10.3760/cma.j.cn511374-20190808-00403"
"21182601","Comparison of phenylephrine hydrochloride and mephentermine sulphate for prevention of post spinal hypotension","Mohta M, Janani SS, Sethi AK, Agarwal D, Tyagi A.","Anaesthesia. 2010 Dec;65(12):1200-5. doi: 10.1111/j.1365-2044.2010.06559.x.","Mohta M","Anaesthesia","2010","2010/12/25","","","10.1111/j.1365-2044.2010.06559.x"
"24133847","To press or not to press, and if so, with what? A single question-focused meta-analysis of vasopressor choice during regional anesthesia in obstetrics","Biddle C.","AANA J. 2013 Aug;81(4):261-4.","Biddle C","AANA J","2013","2013/10/19","","",""
"24651734","Discrimination of GutCheck(NEC): a clinical risk index for necrotizing enterocolitis","Gephart SM, Spitzer AR, Effken JA, Dodd E, Halpern M, McGrath JM.","J Perinatol. 2014 Jun;34(6):468-75. doi: 10.1038/jp.2014.37. Epub 2014 Mar 20.","Gephart SM","J Perinatol","2014","2014/03/22","PMC4420242","NIHMS566389","10.1038/jp.2014.37"
"24141655","Vasopressin as a rescue therapy for refractory pulmonary hypertension in neonates: case series","Mohamed A, Nasef N, Shah V, McNamara PJ.","Pediatr Crit Care Med. 2014 Feb;15(2):148-54. doi: 10.1097/PCC.0b013e31829f5fce.","Mohamed A","Pediatr Crit Care Med","2014","2013/10/22","","","10.1097/PCC.0b013e31829f5fce"
"28673382","Rational use of dopamine in hypotensive newborns: Improving our understanding of the effect on cerebral autoregulation","Eriksen VR.","Dan Med J. 2017 Jul;64(7):B5388.","Eriksen VR","Dan Med J","2017","2017/07/05","","",""
"22104076","A review of the impact of phenylephrine administration on maternal hemodynamics and maternal and neonatal outcomes in women undergoing cesarean delivery under spinal anesthesia","Habib AS.","Anesth Analg. 2012 Feb;114(2):377-90. doi: 10.1213/ANE.0b013e3182373a3e. Epub 2011 Nov 21.","Habib AS","Anesth Analg","2012","2011/11/23","","","10.1213/ANE.0b013e3182373a3e"
"28992392","Norepinephrine infusion improves haemodynamics in the preterm infants during septic shock","Rizk MY, Lapointe A, Lefebvre F, Barrington KJ.","Acta Paediatr. 2018 Mar;107(3):408-413. doi: 10.1111/apa.14112. Epub 2017 Oct 26.","Rizk MY","Acta Paediatr","2018","2017/10/10","","","10.1111/apa.14112"
"25380964","Safety, efficacy and response to a hydrocortisone rescue therapy protocol in children with refractory hypotension after cardiopulmonal bypass","Neunhoeffer F, Renk H, Hofbeck M, Grenz Ch, Haller Ch, Heimberg E, Gerbig I, Schlensak Ch, Kumpf M.","Pediatr Cardiol. 2015 Mar;36(3):640-5. doi: 10.1007/s00246-014-1059-3. Epub 2014 Nov 8.","Neunhoeffer F","Pediatr Cardiol","2015","2014/11/09","","","10.1007/s00246-014-1059-3"
"24840762","Vasopressin improves hemodynamic status in infants with congenital diaphragmatic hernia","Acker SN, Kinsella JP, Abman SH, Gien J.","J Pediatr. 2014 Jul;165(1):53-58.e1. doi: 10.1016/j.jpeds.2014.03.059. Epub 2014 May 17.","Acker SN","J Pediatr","2014","2014/05/21","PMC4116488","NIHMS586386","10.1016/j.jpeds.2014.03.059"
"8346957","Response to dobutamine and dopamine in the hypotensive very preterm infant","Rozé JC, Tohier C, Maingueneau C, Lefèvre M, Mouzard A.","Arch Dis Child. 1993 Jul;69(1 Spec No):59-63. doi: 10.1136/adc.69.1_spec_no.59.","Rozé JC","Arch Dis Child","1993","1993/07/01","PMC1029401","","10.1136/adc.69.1_spec_no.59"
"24390060","International survey on diagnosis and management of hypotension in extremely preterm babies","Stranak Z, Semberova J, Barrington K, O'Donnell C, Marlow N, Naulaers G, Dempsey E; HIP consortium.","Eur J Pediatr. 2014 Jun;173(6):793-8. doi: 10.1007/s00431-013-2251-9. Epub 2014 Jan 4.","Stranak Z","Eur J Pediatr","2014","2014/01/07","PMC4032643","","10.1007/s00431-013-2251-9"
"25118721","Catecholamine-resistant hypotension and myocardial performance following patent ductus arteriosus ligation","Noori S, McNamara P, Jain A, Lavoie PM, Wickremasinghe A, Merritt TA, Solomon T, Sekar K, Attridge JT, Swanson JR, Gillam-Krakauer M, Reese J, Poindexter BB, Brook M, Auchus RJ, Clyman RI; PDA Ligation/Hypotension Trial Investigators.","J Perinatol. 2015 Feb;35(2):123-7. doi: 10.1038/jp.2014.151. Epub 2014 Aug 14.","Noori S","J Perinatol","2015","2014/08/15","PMC4310792","NIHMS642526","10.1038/jp.2014.151"
"24576799","Management of hypotension in preterm infants (The HIP Trial): a randomised controlled trial of hypotension management in extremely low gestational age newborns","Dempsey EM, Barrington KJ, Marlow N, O'Donnell CP, Miletin J, Naulaers G, Cheung PY, Corcoran D, Pons G, Stranak Z, Van Laere D; HIP Consortium.","Neonatology. 2014;105(4):275-81. doi: 10.1159/000357553. Epub 2014 Feb 27.","Dempsey EM","Neonatology","2014","2014/03/01","","","10.1159/000357553"
"18081903","Vasopressin in catecholamine-refractory shock in children","Meyer S, Gortner L, McGuire W, Baghai A, Gottschling S.","Anaesthesia. 2008 Mar;63(3):228-34. doi: 10.1111/j.1365-2044.2007.05317.x. Epub 2007 Dec 13.","Meyer S","Anaesthesia","2008","2007/12/18","","","10.1111/j.1365-2044.2007.05317.x"
"25266994","Dopamine therapy is associated with impaired cerebral autoregulation in preterm infants","Eriksen VR, Hahn GH, Greisen G.","Acta Paediatr. 2014 Dec;103(12):1221-6. doi: 10.1111/apa.12817. Epub 2014 Oct 23.","Eriksen VR","Acta Paediatr","2014","2014/10/01","","","10.1111/apa.12817"
"17826644","Safety and efficacy of nesiritide in pediatric heart failure","Jefferies JL, Price JF, Denfield SW, Chang AC, Dreyer WJ, McMahon CJ, Grenier MA, Clunie SK, Thomas A, Moffett BS, Wann TS, Smith EO, Towbin JA.","J Card Fail. 2007 Sep;13(7):541-8. doi: 10.1016/j.cardfail.2007.04.005.","Jefferies JL","J Card Fail","2007","2007/09/11","","","10.1016/j.cardfail.2007.04.005"
"31014402","Kawasaki disease triggered by parvovirus infection: an atypical case report of two siblings","Maggio MC, Cimaz R, Alaimo A, Comparato C, Di Lisi D, Corsello G.","J Med Case Rep. 2019 Apr 24;13(1):104. doi: 10.1186/s13256-019-2028-5.","Maggio MC","J Med Case Rep","2019","2019/04/25","PMC6480815","","10.1186/s13256-019-2028-5"
"11162288","Circulatory support of the sick preterm infant","Seri I.","Semin Neonatol. 2001 Feb;6(1):85-95. doi: 10.1053/siny.2000.0034.","Seri I","Semin Neonatol","2001","2001/02/13","","","10.1053/siny.2000.0034"
"29336638","Prehospital Administration of Epinephrine in Pediatric Anaphylaxis - A Statewide Perspective","Cristiano LM, Hiestand B, Caldwell JW, Gower WA, Fernandez AR, Gilbert K, Winslow JE.","Prehosp Emerg Care. 2018 Jul-Aug;22(4):452-456. doi: 10.1080/10903127.2017.1399184. Epub 2018 Jan 16.","Cristiano LM","Prehosp Emerg Care","2018","2018/01/17","","","10.1080/10903127.2017.1399184"
"17062310","Cardiovascular support in preterm infants","Evans JR, Lou Short B, Van Meurs K, Cheryl Sachs H.","Clin Ther. 2006 Sep;28(9):1366-84. doi: 10.1016/j.clinthera.2006.09.006.","Evans JR","Clin Ther","2006","2006/10/26","","","10.1016/j.clinthera.2006.09.006"
"18177443","Noradrenaline for management of septic shock refractory to fluid loading and dopamine or dobutamine in full-term newborn infants","Tourneux P, Rakza T, Abazine A, Krim G, Storme L.","Acta Paediatr. 2008 Feb;97(2):177-80. doi: 10.1111/j.1651-2227.2007.00601.x. Epub 2008 Jan 3.","Tourneux P","Acta Paediatr","2008","2008/01/08","","","10.1111/j.1651-2227.2007.00601.x"
"22161379","Corticosteroids for treating hypotension in preterm infants","Ibrahim H, Sinha IP, Subhedar NV.","Cochrane Database Syst Rev. 2011 Dec 7;2011(12):CD003662. doi: 10.1002/14651858.CD003662.pub4.","Ibrahim H","Cochrane Database Syst Rev","2011","2011/12/14","PMC7133776","","10.1002/14651858.CD003662.pub4"
"25728347","Propranolol induces regression of hemangioma cells via the down-regulation of the PI3K/Akt/eNOS/VEGF pathway","Pan WK, Li P, Guo ZT, Huang Q, Gao Y.","Pediatr Blood Cancer. 2015 Aug;62(8):1414-20. doi: 10.1002/pbc.25453. Epub 2015 Mar 1.","Pan WK","Pediatr Blood Cancer","2015","2015/03/03","","","10.1002/pbc.25453"
"26567120","Early blood pressure, antihypotensive therapy and outcomes at 18-22 months' corrected age in extremely preterm infants","Batton B, Li L, Newman NS, Das A, Watterberg KL, Yoder BA, Faix RG, Laughon MM, Stoll BJ, Higgins RD, Walsh MC; Eunice Kennedy Shriver National Institute of Child Health & Human Development Neonatal Research Network.","Arch Dis Child Fetal Neonatal Ed. 2016 May;101(3):F201-6. doi: 10.1136/archdischild-2015-308899. Epub 2015 Nov 13.","Batton B","Arch Dis Child Fetal Neonatal Ed","2016","2015/11/15","PMC4849123","NIHMS779027","10.1136/archdischild-2015-308899"
"19741494","Hemodynamic effects of ephedrine, phenylephrine, and the coadministration of phenylephrine with oxytocin during spinal anesthesia for elective cesarean delivery","Dyer RA, Reed AR, van Dyk D, Arcache MJ, Hodges O, Lombard CJ, Greenwood J, James MF.","Anesthesiology. 2009 Oct;111(4):753-65. doi: 10.1097/ALN.0b013e3181b437e0.","Dyer RA","Anesthesiology","2009","2009/09/11","","","10.1097/ALN.0b013e3181b437e0"
"12973958","Simulated epidural test doses using adrenaline and adrenaline/clonidine in sevoflurane-anaesthetized children","Burstal R, Hollard J, McFadyen B.","Anaesth Intensive Care. 2003 Aug;31(4):362-70. doi: 10.1177/0310057X0303100404.","Burstal R","Anaesth Intensive Care","2003","2003/09/17","","","10.1177/0310057X0303100404"
"9654327","Recent advances in pediatric cardiopulmonary resuscitation and advanced life support","Zaritsky AL.","New Horiz. 1998 May;6(2):201-11.","Zaritsky AL","New Horiz","1998","1998/07/08","","",""
"28629239","Cortisol precursors in neonates with vasopressor-resistant hypotension in relationship to demographic characteristics","Khashana A, Ahmed H, Ahmed A, Abdelwahab A, Saarela T, Rämet M, Hallman M.","J Matern Fetal Neonatal Med. 2018 Sep;31(18):2473-2477. doi: 10.1080/14767058.2017.1344966. Epub 2017 Jul 11.","Khashana A","J Matern Fetal Neonatal Med","2018","2017/06/21","","","10.1080/14767058.2017.1344966"
"24064875","Characterizing vasopressin and other vasoactive mediators released during resuscitation of trauma patients","Cohn SM, DeRosa M, McCarthy J, Song J, White C, Louden C, Ehler B, Michalek J, Landry DW.","J Trauma Acute Care Surg. 2013 Oct;75(4):620-8. doi: 10.1097/TA.0b013e31829eff31.","Cohn SM","J Trauma Acute Care Surg","2013","2013/09/26","","","10.1097/TA.0b013e31829eff31"
"15803052","Terlipressin as rescue therapy for intractable hypotension due to septic shock in children","Matok I, Vard A, Efrati O, Rubinshtein M, Vishne T, Leibovitch L, Adam M, Barzilay Z, Paret G.","Shock. 2005 Apr;23(4):305-10. doi: 10.1097/01.shk.0000158115.69704.11.","Matok I","Shock","2005","2005/04/02","","","10.1097/01.shk.0000158115.69704.11"
"22264010","What is the evidence for the use of adrenaline in the treatment of neonatal hypotension?","Mahoney L, Crook D, Walter KN, Sherman E, Rabe H.","Cardiovasc Hematol Agents Med Chem. 2012 Mar 1;10(1):50-98. doi: 10.2174/187152512799201145.","Mahoney L","Cardiovasc Hematol Agents Med Chem","2012","2012/01/24","","","10.2174/187152512799201145"
"22665344","Permissive hypotension in extremely low birth weight infants (≤1000 gm)","Ahn SY, Kim ES, Kim JK, Shin JH, Sung SI, Jung JM, Chang YS, Park WS.","Yonsei Med J. 2012 Jul 1;53(4):765-71. doi: 10.3349/ymj.2012.53.4.765.","Ahn SY","Yonsei Med J","2012","2012/06/06","PMC3381492","","10.3349/ymj.2012.53.4.765"
"24484771","Hypotension in preterm neonates: low blood pressure alone does not affect neurodevelopmental outcome","Alderliesten T, Lemmers PM, van Haastert IC, de Vries LS, Bonestroo HJ, Baerts W, van Bel F.","J Pediatr. 2014 May;164(5):986-91. doi: 10.1016/j.jpeds.2013.12.042. Epub 2014 Jan 28.","Alderliesten T","J Pediatr","2014","2014/02/04","","","10.1016/j.jpeds.2013.12.042"
"19261966","Terlipressin for children with extremely low cardiac output after open heart surgery","Matok I, Rubinshtein M, Levy A, Vardi A, Leibovitch L, Mishali D, Barzilay Z, Paret G.","Ann Pharmacother. 2009 Mar;43(3):423-9. doi: 10.1345/aph.1L199. Epub 2009 Mar 3.","Matok I","Ann Pharmacother","2009","2009/03/06","","","10.1345/aph.1L199"
"17329276","Dopamine versus dobutamine in very low birthweight infants: endocrine effects","Filippi L, Pezzati M, Poggi C, Rossi S, Cecchi A, Santoro C.","Arch Dis Child Fetal Neonatal Ed. 2007 Sep;92(5):F367-71. doi: 10.1136/adc.2006.098566. Epub 2007 Feb 28.","Filippi L","Arch Dis Child Fetal Neonatal Ed","2007","2007/03/03","PMC2675359","","10.1136/adc.2006.098566"
"9059186","Randomised controlled trial of colloid or crystalloid in hypotensive preterm infants","So KW, Fok TF, Ng PC, Wong WW, Cheung KL.","Arch Dis Child Fetal Neonatal Ed. 1997 Jan;76(1):F43-6. doi: 10.1136/fn.76.1.f43.","So KW","Arch Dis Child Fetal Neonatal Ed","1997","1997/01/01","PMC1720603","","10.1136/fn.76.1.f43"
"29193158","Terlipressin-induced modifications of Doppler ultrasound signals of systemic arteries in preterm infants with vasoactive-resistant patent ductus arteriosus: A pilot study","Radicioni M, Bini V, Campus GM, Camerini PG.","J Clin Ultrasound. 2018 Mar;46(3):202-208. doi: 10.1002/jcu.22565. Epub 2017 Nov 28.","Radicioni M","J Clin Ultrasound","2018","2017/12/02","","","10.1002/jcu.22565"
"31869482","Dexmedetomidine infusion overdose during anesthesia: A case report","Li C, Clifford M.","Paediatr Anaesth. 2020 Feb;30(2):191-193. doi: 10.1111/pan.13801. Epub 2020 Jan 27.","Li C","Paediatr Anaesth","2020","2019/12/24","","","10.1111/pan.13801"
"15861168","Inotrope, lusitrope, and pressor use in neonates","Seri I.","J Perinatol. 2005 May;25 Suppl 2:S28-30. doi: 10.1038/sj.jp.7211316.","Seri I","J Perinatol","2005","2005/04/30","","","10.1038/sj.jp.7211316"
"17079097","Assessment and support of the preterm circulation","Evans N.","Early Hum Dev. 2006 Dec;82(12):803-10. doi: 10.1016/j.earlhumdev.2006.09.020. Epub 2006 Oct 31.","Evans N","Early Hum Dev","2006","2006/11/03","","","10.1016/j.earlhumdev.2006.09.020"
"16395071","Initial experience with fenoldopam after cardiac surgery in neonates with an insufficient response to conventional diuretics","Costello JM, Thiagarajan RR, Dionne RE, Allan CK, Booth KL, Burmester M, Wessel DL, Laussen PC.","Pediatr Crit Care Med. 2006 Jan;7(1):28-33. doi: 10.1097/01.pcc.0000194046.47306.fb.","Costello JM","Pediatr Crit Care Med","2006","2006/01/06","","","10.1097/01.pcc.0000194046.47306.fb"
"9175527","Supranormal cardiac output in the dopamine- and dobutamine-dependent preterm infant","Lopez SL, Leighton JO, Walther FJ.","Pediatr Cardiol. 1997 Jul-Aug;18(4):292-6. doi: 10.1007/s002469900177.","Lopez SL","Pediatr Cardiol","1997","1997/07/01","","","10.1007/s002469900177"
"28796889","Dopamine plasma clearance is increased in piglets compared to neonates during continuous dopamine infusion","Rasmussen MB, Gramsbergen JB, Eriksen VR, Greisen G.","Acta Paediatr. 2018 Feb;107(2):249-254. doi: 10.1111/apa.14018. Epub 2017 Sep 4.","Rasmussen MB","Acta Paediatr","2018","2017/08/11","","","10.1111/apa.14018"
"23344679","A comparison of combination dopamine and epinephrine treatment with high-dose dopamine alone in asphyxiated newborn piglets after resuscitation","Manouchehri N, Bigam DL, Churchill T, Rayner D, Joynt C, Cheung PY.","Pediatr Res. 2013 Apr;73(4 Pt 1):435-42. doi: 10.1038/pr.2013.17. Epub 2013 Jan 23.","Manouchehri N","Pediatr Res","2013","2013/01/25","PMC4972577","CAMS4015","10.1038/pr.2013.17"
